,Date,Hour,PM2_MIN,PM2_MAX,PM2_AVG
55,2019-08-30,14,17.0,23.0,20.0
56,2019-08-30,15,17.0,23.0,20.0
57,2019-08-30,16,17.0,22.0,19.0
58,2019-08-30,17,17.0,21.0,19.0
59,2019-08-30,18,17.0,21.0,19.0
60,2019-08-30,19,17.0,21.0,19.0
61,2019-08-30,20,17.0,21.0,19.0
62,2019-08-30,21,16.0,21.0,18.0
63,2019-08-30,22,15.0,21.0,18.0
64,2019-08-30,23,15.0,21.0,18.0
65,2019-08-31,0,14.0,21.0,17.0
66,2019-08-31,1,14.0,20.0,17.0
67,2019-08-31,2,14.0,20.0,17.0
68,2019-08-31,3,13.0,20.0,16.0
69,2019-08-31,4,13.0,20.0,16.0
70,2019-08-31,5,13.0,20.0,16.0
71,2019-08-31,6,13.0,20.0,16.0
72,2019-08-31,7,13.0,20.0,16.0
73,2019-08-31,8,13.0,20.0,16.0
74,2019-08-31,9,13.0,20.0,16.0
75,2019-08-31,10,13.0,19.0,16.0
76,2019-08-31,11,13.0,19.0,16.0
77,2019-08-31,12,13.0,19.0,16.0
78,2019-08-31,13,13.0,18.0,15.0
79,2019-08-31,14,12.0,17.0,14.0
80,2019-08-31,15,12.0,17.0,14.0
81,2019-08-31,16,12.0,17.0,14.0
82,2019-08-31,17,12.0,17.0,14.0
83,2019-08-31,18,12.0,17.0,14.0
84,2019-08-31,19,12.0,17.0,14.0
85,2019-08-31,20,12.0,17.0,14.0
86,2019-08-31,21,12.0,15.0,13.0
87,2019-08-31,22,12.0,15.0,13.0
88,2019-08-31,23,12.0,14.0,13.0
89,2019-09-01,0,12.0,14.0,13.0
90,2019-09-01,1,12.0,14.0,13.0
91,2019-09-01,2,12.0,14.0,13.0
92,2019-09-01,3,12.0,14.0,13.0
93,2019-09-01,4,12.0,14.0,13.0
94,2019-09-01,5,12.0,14.0,13.0
95,2019-09-01,6,12.0,14.0,13.0
96,2019-09-01,7,12.0,14.0,13.0
97,2019-09-01,8,12.0,14.0,13.0
98,2019-09-01,9,12.0,14.0,13.0
99,2019-09-01,10,12.0,14.0,13.0
100,2019-09-01,11,12.0,14.0,13.0
101,2019-09-01,12,12.0,14.0,13.0
102,2019-09-01,13,12.0,14.0,13.0
103,2019-09-01,14,12.0,14.0,13.0
104,2019-09-01,15,12.0,14.0,13.0
105,2019-09-01,16,12.0,14.0,13.0
106,2019-09-01,17,12.0,14.0,13.0
107,2019-09-01,18,12.0,14.0,13.0
108,2019-09-01,20,13.0,14.0,13.0
109,2019-09-01,21,13.0,14.0,13.0
110,2019-09-01,22,12.0,14.0,13.0
111,2019-09-01,23,12.0,14.0,13.0
112,2019-09-02,0,12.0,14.0,13.0
113,2019-09-02,1,12.0,14.0,13.0
114,2019-09-02,2,11.0,14.0,12.0
115,2019-09-02,3,11.0,14.0,12.0
116,2019-09-02,4,11.0,14.0,12.0
117,2019-09-02,5,10.0,14.0,12.0
118,2019-09-02,6,10.0,14.0,12.0
119,2019-09-02,7,10.0,14.0,12.0
120,2019-09-02,8,10.0,14.0,12.0
121,2019-09-02,9,10.0,14.0,12.0
122,2019-09-02,10,10.0,14.0,12.0
123,2019-09-02,11,10.0,14.0,12.0
124,2019-09-02,12,10.0,14.0,12.0
125,2019-09-02,13,10.0,14.0,12.0
126,2019-09-02,14,10.0,14.0,12.0
127,2019-09-02,15,10.0,14.0,12.0
128,2019-09-02,16,10.0,14.0,12.0
129,2019-09-02,17,10.0,14.0,12.0
130,2019-09-02,18,10.0,14.0,12.0
131,2019-09-02,19,10.0,14.0,12.0
132,2019-09-02,20,10.0,14.0,12.0
133,2019-09-02,21,10.0,14.0,12.0
134,2019-09-02,22,10.0,15.0,12.0
135,2019-09-02,23,10.0,15.0,12.0
136,2019-09-03,0,10.0,16.0,13.0
137,2019-09-03,1,10.0,16.0,13.0
138,2019-09-03,2,10.0,17.0,13.0
139,2019-09-03,3,10.0,17.0,13.0
140,2019-09-03,4,10.0,17.0,13.0
141,2019-09-03,5,10.0,17.0,13.0
142,2019-09-03,6,11.0,17.0,14.0
143,2019-09-03,7,11.0,17.0,14.0
144,2019-09-03,8,11.0,17.0,14.0
145,2019-09-03,9,11.0,17.0,14.0
146,2019-09-03,10,11.0,17.0,14.0
147,2019-09-03,11,11.0,17.0,14.0
148,2019-09-03,12,11.0,17.0,14.0
149,2019-09-03,13,11.0,17.0,14.0
150,2019-09-03,14,12.0,17.0,14.0
151,2019-09-03,15,12.0,17.0,14.0
152,2019-09-03,16,13.0,17.0,15.0
153,2019-09-03,17,13.0,17.0,15.0
154,2019-09-03,18,13.0,17.0,15.0
155,2019-09-03,19,13.0,17.0,15.0
156,2019-09-03,22,14.0,17.0,15.0
157,2019-09-03,23,14.0,17.0,15.0
158,2019-09-04,0,14.0,17.0,15.0
159,2019-09-04,1,14.0,17.0,15.0
160,2019-09-04,2,13.0,17.0,15.0
161,2019-09-04,3,13.0,17.0,15.0
162,2019-09-04,4,13.0,17.0,15.0
163,2019-09-04,5,13.0,17.0,15.0
164,2019-09-04,6,13.0,17.0,15.0
165,2019-09-04,7,13.0,16.0,14.0
166,2019-09-04,8,13.0,16.0,14.0
167,2019-09-04,9,13.0,16.0,14.0
168,2019-09-04,10,13.0,16.0,14.0
169,2019-09-04,11,13.0,16.0,14.0
170,2019-09-04,12,13.0,16.0,14.0
171,2019-09-04,13,12.0,15.0,13.0
172,2019-09-04,14,12.0,15.0,13.0
173,2019-09-04,15,12.0,15.0,13.0
174,2019-09-04,16,11.0,15.0,13.0
175,2019-09-04,17,9.0,15.0,12.0
176,2019-09-04,18,7.0,15.0,11.0
177,2019-09-04,19,7.0,15.0,11.0
178,2019-09-04,20,6.0,14.0,10.0
179,2019-09-04,21,6.0,14.0,10.0
180,2019-09-04,22,6.0,14.0,10.0
181,2019-09-04,23,6.0,14.0,10.0
182,2019-09-05,0,5.0,14.0,9.0
183,2019-09-05,1,5.0,13.0,9.0
184,2019-09-05,2,5.0,13.0,9.0
185,2019-09-05,3,5.0,13.0,9.0
186,2019-09-05,4,5.0,13.0,9.0
187,2019-09-05,5,5.211159712242488,8.018765603486727,6.312779569310122
188,2019-09-05,6,5.0,13.0,9.0
189,2019-09-05,7,5.0,13.0,9.0
190,2019-09-05,8,5.0,13.0,9.0
191,2019-09-05,9,5.0,13.0,9.0
192,2019-09-05,10,5.0,13.0,9.0
193,2019-09-05,11,5.0,13.0,9.0
194,2019-09-05,12,5.0,12.0,8.0
195,2019-09-05,13,5.0,12.0,8.0
196,2019-09-05,14,5.0,12.0,8.0
197,2019-09-05,15,5.0,11.0,8.0
198,2019-09-05,16,5.0,9.0,7.0
199,2019-09-05,17,5.0,8.0,6.0
200,2019-09-05,19,5.0,8.0,6.0
201,2019-09-05,20,5.0,8.0,6.0
202,2019-09-05,21,5.0,8.0,6.0
203,2019-09-05,22,5.0,9.0,7.0
204,2019-09-05,23,5.0,9.0,7.0
205,2019-09-06,0,5.0,9.0,7.0
206,2019-09-06,1,6.0,9.0,7.0
207,2019-09-06,2,6.0,9.0,7.0
208,2019-09-06,3,7.0,9.0,8.0
209,2019-09-06,4,7.0,9.0,8.0
210,2019-09-06,5,8.0,9.0,8.0
211,2019-09-06,6,8.0,9.0,8.0
212,2019-09-06,7,8.0,9.0,8.0
213,2019-09-06,8,8.0,9.0,8.0
214,2019-09-06,9,8.0,9.0,8.0
215,2019-09-06,10,8.0,9.0,8.0
216,2019-09-06,11,8.0,9.0,8.0
217,2019-09-06,12,8.0,9.0,8.0
218,2019-09-06,13,8.0,9.0,8.0
219,2019-09-06,14,8.0,9.0,8.0
220,2019-09-06,15,8.0,9.0,8.0
221,2019-09-06,16,8.0,9.0,8.0
222,2019-09-06,17,8.0,10.0,9.0
223,2019-09-06,18,8.0,10.0,9.0
224,2019-09-06,19,8.0,10.0,9.0
225,2019-09-06,20,8.0,10.0,9.0
226,2019-09-06,21,8.0,10.0,9.0
227,2019-09-06,22,8.0,11.0,9.0
228,2019-09-06,23,8.0,11.0,9.0
229,2019-09-07,0,8.0,11.0,9.0
230,2019-09-07,1,8.0,11.0,9.0
231,2019-09-07,2,8.0,11.0,9.0
232,2019-09-07,3,8.0,11.0,9.0
233,2019-09-07,4,8.0,11.0,9.0
234,2019-09-07,5,8.0,11.0,9.0
235,2019-09-07,6,8.0,11.0,9.0
236,2019-09-07,7,8.0,11.0,9.0
237,2019-09-07,8,8.0,11.0,9.0
238,2019-09-07,9,8.0,11.0,9.0
239,2019-09-07,10,8.0,11.0,9.0
240,2019-09-07,11,8.0,11.0,9.0
241,2019-09-07,12,8.0,11.0,9.0
242,2019-09-07,13,8.0,11.0,9.0
243,2019-09-07,14,8.0,11.0,9.0
244,2019-09-07,15,7.0,11.0,9.0
245,2019-09-07,16,6.0,11.0,8.0
246,2019-09-07,17,6.0,11.0,8.0
247,2019-09-07,18,6.0,11.0,8.0
248,2019-09-07,19,6.0,11.0,8.0
249,2019-09-07,20,6.0,11.0,8.0
250,2019-09-07,21,6.0,11.0,8.0
251,2019-09-07,22,6.0,11.0,8.0
252,2019-09-07,23,6.0,10.0,8.0
253,2019-09-08,0,6.0,10.0,8.0
254,2019-09-08,1,6.0,9.0,7.0
255,2019-09-08,2,6.0,9.0,7.0
256,2019-09-08,3,6.0,9.0,7.0
257,2019-09-08,4,6.0,9.0,7.0
258,2019-09-08,5,6.0,9.0,7.0
259,2019-09-08,6,6.0,9.0,7.0
260,2019-09-08,7,6.0,9.0,7.0
261,2019-09-08,8,6.0,9.0,7.0
262,2019-09-08,9,6.0,10.0,8.0
263,2019-09-08,10,6.0,10.0,8.0
264,2019-09-08,11,6.0,10.0,8.0
265,2019-09-08,12,6.0,10.0,8.0
266,2019-09-08,13,6.0,10.0,8.0
267,2019-09-08,14,6.0,10.0,8.0
268,2019-09-08,15,6.0,10.0,8.0
269,2019-09-08,16,6.0,10.0,8.0
270,2019-09-08,17,6.0,10.0,8.0
271,2019-09-08,18,6.0,10.0,8.0
272,2019-09-08,19,6.0,10.0,8.0
273,2019-09-08,20,6.0,10.0,8.0
274,2019-09-08,21,6.0,10.0,8.0
275,2019-09-08,22,7.0,10.0,8.0
276,2019-09-08,23,7.0,10.0,8.0
277,2019-09-09,0,8.0,10.0,9.0
278,2019-09-09,1,8.0,10.0,9.0
279,2019-09-09,2,8.0,10.0,9.0
280,2019-09-09,3,9.0,10.0,9.0
281,2019-09-09,4,9.0,10.0,9.0
282,2019-09-09,5,9.0,10.0,9.0
283,2019-09-09,6,9.0,10.0,9.0
284,2019-09-09,7,9.0,10.0,9.0
285,2019-09-09,8,9.0,10.0,9.0
286,2019-09-09,9,9.0,10.0,9.0
287,2019-09-09,10,9.0,10.0,9.0
288,2019-09-09,11,9.0,10.0,9.0
289,2019-09-09,12,9.0,10.0,9.0
290,2019-09-09,13,9.0,10.0,9.0
291,2019-09-09,14,9.0,10.0,9.0
292,2019-09-09,15,9.0,10.0,9.0
293,2019-09-09,16,9.0,10.0,9.0
294,2019-09-09,19,9.0,11.0,10.0
295,2019-09-09,20,9.0,11.0,10.0
296,2019-09-09,21,9.0,11.0,10.0
297,2019-09-09,22,9.0,12.0,10.0
298,2019-09-09,23,9.0,12.0,10.0
299,2019-09-10,0,9.0,12.0,10.0
300,2019-09-10,1,9.0,12.0,10.0
301,2019-09-10,2,9.0,12.0,10.0
302,2019-09-10,3,9.0,12.0,10.0
303,2019-09-10,4,9.0,13.0,11.0
304,2019-09-10,5,9.0,13.0,11.0
305,2019-09-10,6,9.0,13.0,11.0
306,2019-09-10,7,9.0,14.0,11.0
307,2019-09-10,8,9.0,14.0,11.0
308,2019-09-10,9,9.0,14.0,11.0
309,2019-09-10,10,9.0,14.0,11.0
310,2019-09-10,11,9.0,14.0,11.0
311,2019-09-10,13,9.0,14.0,11.0
312,2019-09-10,14,10.0,14.0,12.0
313,2019-09-10,15,10.0,14.0,12.0
314,2019-09-10,16,10.0,14.0,12.0
315,2019-09-10,17,11.0,14.0,12.0
316,2019-09-10,18,11.0,14.0,12.0
317,2019-09-10,19,11.0,14.0,12.0
318,2019-09-10,20,11.0,14.0,12.0
319,2019-09-10,21,12.0,14.0,13.0
320,2019-09-10,22,12.0,14.0,13.0
321,2019-09-10,23,12.0,14.0,13.0
322,2019-09-11,0,11.0,14.0,12.0
323,2019-09-11,1,11.0,14.0,12.0
324,2019-09-11,2,11.0,14.0,12.0
325,2019-09-11,3,11.0,14.0,12.0
326,2019-09-11,4,11.0,14.0,12.0
327,2019-09-11,5,11.0,14.0,12.0
328,2019-09-11,6,11.0,14.0,12.0
329,2019-09-11,7,11.0,14.0,12.0
330,2019-09-11,8,11.0,14.0,12.0
331,2019-09-11,9,11.0,14.0,12.0
332,2019-09-11,10,11.0,14.0,12.0
333,2019-09-11,11,11.0,14.0,12.0
334,2019-09-11,12,11.0,14.0,12.0
335,2019-09-11,13,11.0,14.0,12.0
336,2019-09-11,14,11.0,14.0,12.0
337,2019-09-11,15,11.0,14.0,12.0
338,2019-09-11,16,11.0,13.0,12.0
339,2019-09-11,17,11.0,13.0,12.0
340,2019-09-11,18,11.0,14.0,12.0
341,2019-09-11,19,11.0,15.0,13.0
342,2019-09-11,20,11.0,16.0,13.0
343,2019-09-11,21,11.0,16.0,13.0
344,2019-09-11,22,11.0,17.0,14.0
345,2019-09-11,23,11.0,17.0,14.0
346,2019-09-12,1,12.0,17.0,14.0
347,2019-09-12,2,12.0,17.0,14.0
348,2019-09-12,3,12.0,17.0,14.0
349,2019-09-12,4,12.0,17.0,14.0
350,2019-09-12,5,12.0,17.0,14.0
351,2019-09-12,6,12.0,18.0,15.0
352,2019-09-12,7,12.0,18.0,15.0
353,2019-09-12,8,12.0,19.0,15.0
354,2019-09-12,9,12.0,19.0,15.0
355,2019-09-12,10,12.0,19.0,15.0
356,2019-09-12,11,12.0,20.0,16.0
357,2019-09-12,12,12.0,20.0,16.0
358,2019-09-12,13,12.0,20.0,16.0
359,2019-09-12,14,12.0,20.0,16.0
360,2019-09-12,15,13.0,20.0,16.0
361,2019-09-12,16,13.0,21.0,17.0
362,2019-09-12,17,14.0,21.0,17.0
363,2019-09-12,18,15.0,21.0,18.0
364,2019-09-12,19,16.0,21.0,18.0
365,2019-09-12,20,16.0,21.0,18.0
366,2019-09-12,21,17.0,21.0,19.0
367,2019-09-12,22,17.0,21.0,19.0
368,2019-09-12,23,17.0,21.0,19.0
369,2019-09-13,0,17.0,21.0,19.0
370,2019-09-13,1,17.0,21.0,19.0
371,2019-09-13,2,17.0,21.0,19.0
372,2019-09-13,3,17.0,21.0,19.0
373,2019-09-13,4,17.0,21.0,19.0
374,2019-09-13,5,17.0,21.0,19.0
375,2019-09-13,6,17.0,21.0,19.0
376,2019-09-13,7,17.0,21.0,19.0
377,2019-09-13,8,112.0,115.0,113.0
378,2019-09-13,9,16.0,21.0,18.0
379,2019-09-13,10,16.0,21.0,18.0
380,2019-09-13,11,16.0,21.0,18.0
381,2019-09-13,12,16.0,21.0,18.0
382,2019-09-13,13,15.0,21.0,18.0
383,2019-09-13,14,15.0,21.0,18.0
384,2019-09-13,15,14.0,21.0,17.0
385,2019-09-13,16,13.0,21.0,17.0
386,2019-09-13,17,13.0,20.0,16.0
387,2019-09-13,18,13.0,20.0,16.0
388,2019-09-13,19,13.0,19.0,16.0
389,2019-09-13,20,13.0,19.0,16.0
390,2019-09-13,21,13.0,19.0,16.0
391,2019-09-13,22,12.0,19.0,15.0
392,2019-09-13,23,12.0,19.0,15.0
393,2019-09-14,0,12.0,18.0,15.0
394,2019-09-14,2,12.0,18.0,15.0
395,2019-09-14,3,12.0,18.0,15.0
396,2019-09-14,4,12.0,17.0,14.0
397,2019-09-14,5,12.0,17.0,14.0
398,2019-09-14,6,12.0,17.0,14.0
399,2019-09-14,7,12.0,16.0,14.0
400,2019-09-14,8,12.0,16.0,14.0
401,2019-09-14,9,12.0,16.0,14.0
402,2019-09-14,10,12.0,16.0,14.0
403,2019-09-14,11,12.0,15.0,13.0
404,2019-09-14,12,12.0,15.0,13.0
405,2019-09-14,13,12.0,16.0,14.0
406,2019-09-14,14,12.0,16.0,14.0
407,2019-09-14,15,12.0,17.0,14.0
408,2019-09-14,16,12.0,17.0,14.0
409,2019-09-14,17,12.0,17.0,14.0
410,2019-09-14,18,12.0,17.0,14.0
411,2019-09-14,19,12.0,17.0,14.0
412,2019-09-14,20,12.0,17.0,14.0
413,2019-09-14,21,12.0,17.0,14.0
414,2019-09-14,22,12.0,17.0,14.0
415,2019-09-14,23,12.0,18.0,15.0
416,2019-09-15,0,13.0,18.0,15.0
417,2019-09-15,1,13.0,18.0,15.0
418,2019-09-15,2,13.0,18.0,15.0
419,2019-09-15,3,13.0,18.0,15.0
420,2019-09-15,4,13.0,19.0,16.0
421,2019-09-15,5,13.0,19.0,16.0
422,2019-09-15,6,14.0,20.0,17.0
423,2019-09-15,7,14.0,21.0,17.0
424,2019-09-15,8,15.0,21.0,18.0
425,2019-09-15,9,15.0,21.0,18.0
426,2019-09-15,10,15.0,21.0,18.0
427,2019-09-15,11,15.0,21.0,18.0
428,2019-09-15,12,16.0,21.0,18.0
429,2019-09-15,13,16.0,21.0,18.0
430,2019-09-15,14,17.0,21.0,19.0
431,2019-09-15,15,17.0,21.0,19.0
432,2019-09-15,16,17.0,21.0,19.0
433,2019-09-15,17,17.0,21.0,19.0
434,2019-09-15,18,17.0,21.0,19.0
435,2019-09-15,19,17.0,21.0,19.0
436,2019-09-15,20,17.0,21.0,19.0
437,2019-09-15,21,17.0,21.0,19.0
438,2019-09-15,22,18.0,21.0,19.0
439,2019-09-15,23,18.0,21.0,19.0
440,2019-09-16,0,18.0,21.0,19.0
441,2019-09-16,1,17.0,21.0,19.0
442,2019-09-16,2,17.0,21.0,19.0
443,2019-09-16,3,17.0,21.0,19.0
444,2019-09-16,4,16.0,21.0,18.0
445,2019-09-16,5,15.0,21.0,18.0
446,2019-09-16,6,15.0,21.0,18.0
447,2019-09-16,7,15.0,21.0,18.0
448,2019-09-16,8,15.0,21.0,18.0
449,2019-09-16,9,15.0,21.0,18.0
450,2019-09-16,10,15.0,21.0,18.0
451,2019-09-16,11,15.0,20.0,17.0
452,2019-09-16,12,15.0,20.0,17.0
453,2019-09-16,13,15.0,20.0,17.0
454,2019-09-16,14,14.0,20.0,17.0
455,2019-09-16,15,14.0,20.0,17.0
456,2019-09-16,16,14.0,20.0,17.0
457,2019-09-16,17,13.0,20.0,16.0
458,2019-09-16,18,13.0,19.0,16.0
459,2019-09-16,19,13.0,19.0,16.0
460,2019-09-16,20,13.0,18.0,15.0
461,2019-09-16,21,13.0,18.0,15.0
462,2019-09-16,22,13.0,18.0,15.0
463,2019-09-16,23,13.0,18.0,15.0
464,2019-09-17,0,13.0,17.0,15.0
465,2019-09-17,1,13.0,17.0,15.0
466,2019-09-17,2,13.0,17.0,15.0
467,2019-09-17,3,13.0,16.0,14.0
468,2019-09-17,4,13.0,15.0,14.0
469,2019-09-17,5,13.0,15.0,14.0
470,2019-09-17,6,13.0,15.0,14.0
471,2019-09-17,7,13.0,15.0,14.0
472,2019-09-17,8,13.0,15.0,14.0
473,2019-09-17,9,13.0,15.0,14.0
474,2019-09-17,10,13.0,15.0,14.0
475,2019-09-17,11,13.0,15.0,14.0
476,2019-09-17,12,13.0,15.0,14.0
477,2019-09-17,13,13.0,15.0,14.0
478,2019-09-17,14,13.0,15.0,14.0
479,2019-09-17,15,13.0,15.0,14.0
480,2019-09-17,16,13.0,15.0,14.0
481,2019-09-17,17,13.0,15.0,14.0
482,2019-09-17,18,13.0,15.0,14.0
483,2019-09-17,19,14.0,15.0,14.0
484,2019-09-17,20,14.0,15.0,14.0
485,2019-09-17,21,14.0,15.0,14.0
486,2019-09-17,22,13.0,15.0,14.0
487,2019-09-17,23,13.0,15.0,14.0
488,2019-09-18,0,13.0,15.0,14.0
489,2019-09-18,1,13.0,15.0,14.0
490,2019-09-18,2,12.0,15.0,13.0
491,2019-09-18,3,12.0,15.0,13.0
492,2019-09-18,4,12.0,15.0,13.0
493,2019-09-18,5,12.0,15.0,13.0
494,2019-09-18,6,12.0,15.0,13.0
495,2019-09-18,7,12.0,15.0,13.0
496,2019-09-18,8,12.0,15.0,13.0
497,2019-09-18,9,12.0,15.0,13.0
498,2019-09-18,10,12.0,14.0,13.0
499,2019-09-18,11,12.0,14.0,13.0
500,2019-09-18,12,12.0,14.0,13.0
501,2019-09-18,13,12.0,14.0,13.0
502,2019-09-18,14,12.0,14.0,13.0
503,2019-09-18,15,12.0,14.0,13.0
504,2019-09-18,16,12.0,14.0,13.0
505,2019-09-18,17,12.0,14.0,13.0
506,2019-09-18,18,12.0,15.0,13.0
507,2019-09-18,19,12.0,16.0,14.0
508,2019-09-18,20,12.0,17.0,14.0
509,2019-09-18,21,12.0,17.0,14.0
510,2019-09-18,22,12.0,18.0,15.0
511,2019-09-18,23,12.0,18.0,15.0
512,2019-09-19,0,12.0,19.0,15.0
513,2019-09-19,1,12.0,19.0,15.0
514,2019-09-19,2,12.585891490608901,25.37698362818856,18.811212264896934
515,2019-09-19,3,12.583907900011196,26.97451118103488,19.474127639197125
516,2019-09-19,4,12.0,27.0,19.0
517,2019-09-19,5,12.0,27.0,19.0
518,2019-09-19,6,12.0,28.0,20.0
519,2019-09-19,7,12.0,29.0,20.0
520,2019-09-19,8,12.0,29.0,20.0
521,2019-09-19,9,12.0,29.0,20.0
522,2019-09-19,10,12.0,30.0,21.0
523,2019-09-19,11,12.0,30.0,21.0
524,2019-09-19,12,12.0,30.0,21.0
525,2019-09-19,13,12.0,30.0,21.0
526,2019-09-19,14,13.0,30.0,21.0
527,2019-09-19,15,14.0,31.0,22.0
528,2019-09-19,16,14.0,31.0,22.0
529,2019-09-19,17,16.0,36.0,26.0
530,2019-09-19,18,16.0,36.0,26.0
531,2019-09-19,19,17.0,36.0,26.0
532,2019-09-19,20,17.0,36.0,26.0
533,2019-09-19,21,18.0,36.0,27.0
534,2019-09-19,22,18.0,36.0,27.0
535,2019-09-19,23,19.0,36.0,27.0
536,2019-09-20,0,22.260422708482142,35.587364964529165,28.762063062684653
537,2019-09-20,1,20.0,36.0,28.0
538,2019-09-20,2,20.0,36.0,28.0
539,2019-09-20,3,24.410009253237774,35.686281484085306,29.98704564812835
540,2019-09-20,4,24.221668824314982,35.67368565880628,29.920884981199784
541,2019-09-20,5,19.0,36.0,27.0
542,2019-09-20,6,19.0,36.0,27.0
543,2019-09-20,7,19.0,36.0,27.0
544,2019-09-20,8,19.0,36.0,27.0
545,2019-09-20,9,18.0,36.0,27.0
546,2019-09-20,10,17.0,36.0,26.0
547,2019-09-20,11,17.0,36.0,26.0
548,2019-09-20,12,17.0,36.0,26.0
549,2019-09-20,13,17.0,36.0,26.0
550,2019-09-20,14,16.0,36.0,26.0
551,2019-09-20,15,16.0,36.0,26.0
552,2019-09-20,16,16.0,36.0,26.0
553,2019-09-20,17,16.0,36.0,26.0
554,2019-09-20,18,16.0,35.0,25.0
555,2019-09-20,19,16.0,33.0,24.0
556,2019-09-20,20,16.0,30.0,23.0
557,2019-09-20,21,16.0,27.0,21.0
558,2019-09-20,22,16.0,24.0,20.0
559,2019-09-20,23,16.0,25.0,20.0
560,2019-09-21,0,16.0,25.0,20.0
561,2019-09-21,1,16.0,28.0,22.0
562,2019-09-21,2,16.0,32.0,24.0
563,2019-09-21,3,16.0,35.0,25.0
564,2019-09-21,4,16.0,36.0,26.0
565,2019-09-21,5,16.0,37.0,26.0
566,2019-09-21,6,16.0,37.0,26.0
567,2019-09-21,7,16.0,37.0,26.0
568,2019-09-21,8,16.0,37.0,26.0
569,2019-09-21,9,16.0,37.0,26.0
570,2019-09-21,10,16.0,37.0,26.0
571,2019-09-21,11,16.0,37.0,26.0
572,2019-09-21,12,16.0,37.0,26.0
573,2019-09-21,13,16.0,37.0,26.0
574,2019-09-21,14,16.0,37.0,26.0
575,2019-09-21,15,17.0,37.0,27.0
576,2019-09-21,16,18.0,37.0,27.0
577,2019-09-21,17,21.0,37.0,29.0
578,2019-09-21,18,22.0,37.0,29.0
579,2019-09-21,19,23.0,37.0,30.0
580,2019-09-21,20,23.0,37.0,30.0
581,2019-09-21,21,25.417282495011047,30.618851868411618,28.02250929726579
582,2019-09-21,22,24.0,37.0,30.0
583,2019-09-21,23,25.29702931551103,30.396533017202874,27.841342971771596
584,2019-09-22,0,29.0,37.0,33.0
585,2019-09-22,1,29.0,37.0,33.0
586,2019-09-22,2,29.0,37.0,33.0
587,2019-09-22,3,25.027072217693647,30.32559987377364,27.715705398334816
588,2019-09-22,4,27.0,37.0,32.0
589,2019-09-22,5,26.0,37.0,31.0
590,2019-09-22,6,26.0,37.0,31.0
591,2019-09-22,7,26.0,37.0,31.0
592,2019-09-22,8,25.0,37.0,31.0
593,2019-09-22,9,25.0,37.0,31.0
594,2019-09-22,10,24.0,37.0,30.0
595,2019-09-22,11,24.0,37.0,30.0
596,2019-09-22,12,23.0,36.0,29.0
597,2019-09-22,13,22.0,35.0,28.0
598,2019-09-22,14,21.0,34.0,27.0
599,2019-09-22,15,19.0,34.0,26.0
600,2019-09-22,16,19.0,34.0,26.0
